BOE_IUDAJLT,BOE_IUDAMIJ,BOE_IUDED3A,BOE_IUDED3O,BOE_IUDERB3,BOE_IUDGR1M,BOE_IUDGR1W,BOE_IUDGR2W,BOE_IUDGR3M,BOE_IUDGRON,BOE_IUDLER3,BOE_IUDLIIF,BOE_IUDLIZC,BOE_IUDLNIF,BOE_IUDLNPY,BOE_IUDLNZC,BOE_IUDLRIF,BOE_IUDLRZC,BOE_IUDMIIF,BOE_IUDMIZC,BOE_IUDMNIF,BOE_IUDMNPY,BOE_IUDMNZC,BOE_IUDMRIF,BOE_IUDMRZC,BOE_IUDSIIF,BOE_IUDSIZC,BOE_IUDSNIF,BOE_IUDSNPY,BOE_IUDSNZC,BOE_IUDSOIA,BOE_IUDSRIF,BOE_IUDSRZC,BOE_IUDVCDA,BOE_IUDVNEA,BOE_IUDVSMA,BOE_IUDVWKA,BOE_IUDVWLA,BOE_IUDVYRA,BOE_XUDLADD,BOE_XUDLADS,BOE_XUDLBK25,BOE_XUDLBK26,BOE_XUDLBK27,BOE_XUDLBK33,BOE_XUDLBK34,BOE_XUDLBK35,BOE_XUDLBK47,BOE_XUDLBK48,BOE_XUDLBK49,BOE_XUDLBK63,BOE_XUDLBK64,BOE_XUDLBK65,BOE_XUDLBK66,BOE_XUDLBK68,BOE_XUDLBK69,BOE_XUDLBK72,BOE_XUDLBK73,BOE_XUDLBK74,BOE_XUDLBK75,BOE_XUDLBK76,BOE_XUDLBK78,BOE_XUDLBK83,BOE_XUDLBK85,BOE_XUDLBK87,BOE_XUDLBK89,BOE_XUDLBK93,BOE_XUDLBK95,BOE_XUDLBK97,BOE_XUDLCDD,BOE_XUDLCDS,BOE_XUDLDKD,BOE_XUDLDKS,BOE_XUDLERD,BOE_XUDLERS,BOE_XUDLGBD,BOE_XUDLHDD,BOE_XUDLHDS,BOE_XUDLJYD,BOE_XUDLJYS,BOE_XUDLNDD,BOE_XUDLNDS,BOE_XUDLNKD,BOE_XUDLNKS,BOE_XUDLSER,BOE_XUDLSFD,BOE_XUDLSFS,BOE_XUDLSGD,BOE_XUDLSGS,BOE_XUDLSKD,BOE_XUDLSKS,BOE_XUDLSRD,BOE_XUDLSRS,BOE_XUDLTWD,BOE_XUDLTWS,BOE_XUDLUSS,BOE_XUDLZRD,BOE_XUDLZRS,COM_AG_EFP,COM_AG_EIB,COM_AG_GBP,COM_AG_USD,COM_AL_LME,COM_AU_EFP,COM_AU_EGL,COM_AU_EIB,COM_AU_LAM,COM_AU_LPM,COM_AU_MPL,COM_AU_PHL,COM_AU_ZAR,COM_BEEF_C,COM_BEEF_S,COM_BONE_MEAL,COM_BRAN,COM_BUTTER,COM_CHEESE_BLK,COM_CHEESE_BRL,COM_CHKN_A,COM_CHKN_NTL,COM_COAL_CAPP,COM_COAL_POWD,COM_COCOA,COM_COFFEE_BRZL,COM_COFFEE_CLMB,COM_COPPER,COM_CORN_2,COM_CORN_FEED,COM_CORN_OIL,COM_COTTON,COM_CTNSD_MEAL,COM_DIESEL_ULS,COM_EGGS,COM_FUELOIL,COM_GAS_CR,COM_GREASE,COM_HIDES,COM_HOGS,COM_HOMINY,COM_MILK,COM_OATS,COM_OIL_BRENT,COM_OIL_WTI,COM_PA_EFP,COM_PL_EFP,COM_PL_EIB,COM_SORGHUM,COM_SOYB_1,COM_SOYB_MEAL,COM_SOYB_OIL,COM_TALLOW_B,COM_WHEAT_2,COM_WHEAT_KC,COM_WHEAT_MN,FRED_DFF,FRED_DGS10,FRED_DGS30,FRED_DGS5,FRED_DPRIME,FRED_DTB3,FRED_T10YIE,FRED_T5YIE,FRED_T5YIFR,FRED_TEDRATE,OPEC_ORB,RICI_RICI,RICI_RICIA,RICI_RICIE,RICI_RICIM,valueDate
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.35,10.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2010-01-17 00:00:00"
0.5145,0.6,0.26,0.31,0.677,0.505,0.505,0.505,0.505,0.505,0.6213,4.1142,3.6981,4.4271,4.3776,4.502,0.3129,0.804,4.0594,3.3561,5.4048,3.9705,4.1303,1.3454,0.7742,3.5077,2.8154,4.8168,2.9544,2.9581,0.4548,1.3091,0.1427,0.575,0.525,0.825,0.5,0.5,1.275,1.0792,1.7631,29.4126,25.898,18.0035,303.632,267.35,185.853,4.5661,4.0205,2.7949,130.66,45.645,3.6855,3.3415,1.4743,29.605,32.845,6.8261,1124.6,1.4543,7.4418,6.0211,5.4591,48.3663,53.6595,11.1519,1837.28,2.3759,74.5711,1.0266,1.6772,5.1733,8.4517,0.6952,1.1358,0.6121,7.7624,12.6816,90.83,148.391,1.3519,2.2086,5.6615,9.2493,0.8806,1.0249,1.6744,1.3887,2.2687,7.0286,11.4828,3.7505,6.1273,31.7765,51.9139,1.6337,7.4045,12.0969,NULL,NULL,11.4233,18.66,2292.5,NULL,NULL,NULL,1135.75,1134.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57.35,10.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75.75,NULL,NULL,NULL,NULL,"2010-01-18 00:00:00"
0.5827,0.6,0.345,0.42,0.675,0.505,0.505,0.505,0.505,0.505,0.6213,4.0705,3.7049,4.4063,4.4456,4.5597,0.3358,0.8549,4.0443,3.4023,5.4803,4.0643,4.218,1.436,0.8157,3.5133,2.9105,4.9029,3.0399,3.0496,0.4556,1.3896,0.139,0.575,0.525,0.825,0.5,0.5,1.275,1.0827,1.7726,29.6236,25.842,18.0941,306.874,267.7,187.439,4.6025,4.015,2.8112,130.25,45.765,3.6869,3.3395,1.4765,29.618,32.905,6.8268,1130.3,1.4577,7.4419,6.0362,5.4674,48.4905,53.872,11.1768,1850.52,2.3865,74.9263,1.0318,1.6893,5.2107,8.5309,0.7002,1.1464,0.6108,7.7625,12.7087,91.2,149.312,1.3546,2.2177,5.6981,9.3289,0.8723,1.0338,1.6925,1.3909,2.2772,7.0903,11.6082,3.7504,6.1401,31.845,52.1365,1.6372,7.4035,12.121,22.344,18.62,11.3288,18.5,2243.5,1220.74,1191.3,1135.58,1134,1133,1185.6,1185.6,1185.6,131.89,126.17,325,110,1.5,148,145.5,0.83,0.8217,58.35,10.9,3461,1.3197,2.1058,3.437,3.37,98.29,40.5,71.64,NULL,2.038,1.115,2.029,2.065,0.275,78.25,66.28,93,130,2.26,77.23,77.85,559,1729,1629,7.04,9.37,311.4,0.339,0.28,3.985,4.82,6.935,0.13,3.73,4.6,2.48,3.25,0.06,2.38,2.09,2.67,0.19,75.53,3241.83,955.4,741.27,2419.09,"2010-01-19 00:00:00"
0.5839,0.6,0.36,0.46,0.674,0.505,0.505,0.505,0.505,0.505,0.6175,4.0962,3.6928,4.4464,4.4551,4.5815,0.3502,0.8888,3.9938,3.3687,5.4904,4.053,4.2062,1.4966,0.8374,3.4582,2.9093,4.8739,3.0362,3.0474,0.4542,1.4157,0.1382,0.575,0.525,0.825,0.5,0.5,1.275,1.0982,1.7875,30.0347,26.049,18.4522,312.327,270.88,191.882,4.6708,4.051,2.8696,128.76,46.085,3.7215,3.3645,1.4747,29.7505,32.945,6.827,1134.5,1.4729,7.4423,6.0575,5.4764,48.4249,53.6246,11.1123,1846.63,2.3974,75.0126,1.0473,1.7047,5.2719,8.581,0.7084,1.153,0.6144,7.7672,12.6427,91.21,148.462,1.3872,2.2579,5.7686,9.3896,0.8673,1.0446,1.7003,1.3995,2.278,7.1838,11.6931,3.7504,6.1045,31.97,52.0376,1.6277,7.5585,12.303,21.744,18.12,11.3618,18.48,2254,1207.01,1163.09,1122.8,1129,1120.25,1157.52,1157.52,1157.52,131.49,126.11,325,113,1.5,146.5,149,0.8325,0.8217,58.35,10.9,3422,1.3235,2.113,3.346,3.36,98.29,40.5,70.8,285,2.014,1.115,1.989,2.034,0.275,78.25,67.06,94,130,2.22,77.5,78.88,561,1729,1629,7.02,9.235,306.7,0.3332,0.28,3.995,4.825,6.6325,0.13,3.68,4.54,2.45,3.25,0.05,2.37,2.09,2.65,0.2,75.3,3192.41,948.65,728.8,2359.43,"2010-01-20 00:00:00"
0.4985,0.6,0.47,0.58,0.672,0.495,0.495,0.495,0.495,0.495,0.6163,4.113,3.6918,4.4218,4.3919,4.5331,0.3088,0.8413,3.9743,3.3611,5.4445,3.9728,4.1288,1.4702,0.7677,3.4429,2.9122,4.8019,2.9489,2.9524,0.4533,1.3589,0.0402,0.575,0.525,0.825,0.5,0.5,1.275,1.1042,1.7861,29.9702,26.044,18.5287,311.9,271.04,192.829,4.6813,4.068,2.8941,128.16,46.04,3.7225,3.3698,1.4712,29.75,33.005,6.8268,1137.5,1.4836,7.4425,6.0211,5.4507,48.1206,53.3856,11.0423,1839.91,2.3997,74.4697,1.0484,1.6958,5.2949,8.5645,0.7114,1.1508,0.6182,7.7695,12.5672,91.18,147.484,1.3974,2.2603,5.8018,9.3844,0.869,1.0467,1.693,1.4035,2.2702,7.2149,11.6701,3.7505,6.0664,31.91,51.6144,1.6175,7.5565,12.2226,21.252,17.71,10.9372,17.68,2229.5,1194.09,1153.68,1110.78,1104,1108.25,1148.16,1148.16,1148.16,131.22,126.01,325,115,1.5,146.5,149,0.8325,0.8217,58.35,10.9,3431,1.3059,2.1092,3.285,3.4,98.29,40.5,71.85,285,1.988,1.115,1.966,1.983,0.275,80.75,67.9,94,130,2.23,76.06,77.56,566,1718,1618,7.09,9.275,308,0.3375,0.28,4.005,4.815,6.775,0.12,3.62,4.5,2.38,3.25,0.06,2.33,1.98,2.68,0.19,74.54,3162.01,953.32,714.78,2329.72,"2010-01-21 00:00:00"
0.5057,0.6,0.47,0.58,0.67,0.505,0.495,0.495,0.505,0.485,0.6138,4.0921,3.6609,4.4421,4.3877,4.5348,0.35,0.8739,3.926,3.3363,5.4381,3.9691,4.1237,1.5121,0.7874,3.4098,2.9077,4.7875,2.9498,2.9566,0.4552,1.3777,0.0489,0.575,0.525,0.825,0.5,0.5,1.275,1.1049,1.7816,29.7986,26.11,18.4797,309.341,271.05,191.839,4.6724,4.094,2.8976,127.29,46.315,3.7225,3.398,1.4698,29.865,33.055,6.827,1154,1.4951,7.4457,6.0025,5.4793,48.1573,53.3012,11.0085,1860.82,2.4108,74.6829,1.0536,1.6989,5.2698,8.4976,0.7078,1.1413,0.6202,7.7719,12.5322,90.09,145.27,1.4047,2.2651,5.8058,9.3618,0.8762,1.0403,1.6775,1.4033,2.2628,7.228,11.6552,3.7423,6.0345,31.99,51.5839,1.6125,7.5997,12.2545,20.352,16.96,10.6799,17.28,2189.5,1167.98,1140.1,1086.49,1096.5,1084,1134.64,1134.64,1134.64,130.67,125.51,325,118,1.5,148,150.5,0.8325,0.8217,58.35,10.9,3425,1.3061,2.103,3.3385,3.33,98.29,40,71.07,285,1.937,1.115,1.917,1.96,0.275,80.25,68.16,94,130,2.33,74.4,75.84,537,1649,1549,6.96,9.255,306.9,0.3346,0.28,4.005,4.82,6.85,0.11,3.62,4.5,2.37,3.25,0.06,2.31,1.95,2.67,0.19,73.02,3125.15,947.87,702.53,2306.05,"2010-01-22 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.35,10.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2010-01-23 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.35,10.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2010-01-24 00:00:00"
0.4985,0.6,0.33,0.43,0.669,0.505,0.505,0.505,0.505,0.505,0.6138,4.11,3.6522,4.4686,4.3935,4.535,0.3586,0.8828,3.9019,3.3208,5.4317,3.964,4.1091,1.5299,0.7883,3.39,2.903,4.7718,2.9301,2.9413,0.4584,1.3819,0.0383,0.575,0.525,0.845,0.475,0.5,1.3,1.1067,1.7937,29.8055,26.032,18.3894,312.23,272.7,192.639,4.6702,4.0789,2.8814,127.59,46.085,3.724,3.3995,1.4724,30.1089,32.945,6.8268,1147,1.4899,7.4455,6.0359,5.5099,48.8005,53.3973,11.0649,1859.06,2.4148,74.6946,1.0595,1.7172,5.2596,8.5248,0.7064,1.145,0.617,7.7683,12.5909,90.13,146.083,1.3996,2.2684,5.8062,9.4107,0.8734,1.0401,1.6858,1.3999,2.269,7.2301,11.7185,3.7502,6.0783,31.97,51.817,1.6208,7.6223,12.3542,20.568,17.14,10.6254,17.16,2217.5,1180.09,1146.37,1097.76,1103.5,1095.25,1140.88,1140.88,1140.88,130.45,125.77,325,116,1.4375,150.5,151.5,0.8325,0.8208,58.35,10.9,3406,1.3066,2.1088,3.384,3.33,98.29,40,69.96,285,1.982,1.255,1.948,1.997,0.275,80.25,67.61,94,130,2.3325,72.46,74.24,539,1642,1542,7.025,9.155,303.5,0.3325,0.28,4.005,4.81,7.0475,0.12,3.66,4.55,2.39,3.25,0.06,2.33,1.97,2.69,0.19,71.97,3137.36,946.57,708.68,2312.37,"2010-01-25 00:00:00"
0.4851,0.6,0.32,0.42,0.667,0.5,0.5,0.5,0.5,0.5,0.6113,4.0837,3.6265,4.4357,4.363,4.5101,0.352,0.8836,3.8756,3.2955,5.417,3.926,4.0831,1.5414,0.7876,3.3515,2.8828,4.7503,2.9092,2.9023,0.4538,1.3988,0.0195,0.575,0.525,0.845,0.5,0.5,1.3,1.1126,1.7965,29.9625,26.088,18.5561,311.983,271.64,193.214,4.6957,4.0885,2.9081,125.8,45.855,3.727,3.4225,1.4727,30.371,33.055,6.8261,1163.2,1.494,7.4452,6.018,5.5263,49.0401,53.3739,11.0221,1878.22,2.4124,74.0421,1.0629,1.7163,5.2957,8.5509,0.7113,1.1485,0.6193,7.7743,12.5532,89.48,144.483,1.4154,2.2855,5.8621,9.4655,0.8707,1.0475,1.6914,1.4039,2.2669,7.2935,11.7769,3.7501,6.0553,32.05,51.7511,1.6147,7.5992,12.2704,19.956,16.63,10.4189,16.79,2189.5,1177.94,1149.5,1095.76,1090.75,1093.25,1144,1144,1144,129.85,125.29,313,118,1.4375,151.5,150.5,0.8325,0.8208,58.35,10.9,3363,1.3096,2.1125,3.329,3.3,101.61,39.5,69.82,285,1.973,1.255,1.938,1.967,NULL,80.25,67.18,94,124,2.3175,73.69,75.28,529,1610,1510,6.915,9.225,307.9,0.3352,0.27,3.995,4.795,7.2025,0.12,3.65,4.56,2.38,3.25,0.07,2.34,1.97,2.71,0.18,71.94,3112.72,940.43,702.04,2296.09,"2010-01-26 00:00:00"
0.513,0.6,0.31,0.41,0.665,0.495,0.495,0.495,0.495,0.495,0.6113,4.0622,3.5956,4.421,4.3462,4.5106,0.3588,0.915,3.8473,3.2539,5.432,3.9171,4.0816,1.5848,0.8277,3.2897,2.8423,4.7362,2.9018,2.8921,0.4566,1.4465,0.0498,0.575,0.525,0.845,0.5,0.5,1.3,1.115,1.8052,30.2395,26.224,18.6767,315.252,273.39,194.708,4.735,4.1062,2.9244,125.58,46.515,3.7275,3.4253,1.4712,30.3055,33.045,6.8268,1160.07,1.5003,7.4452,6.0352,5.5459,49.0676,53.5032,11.0533,1878.28,2.4291,75.3124,1.0665,1.7268,5.3025,8.5852,0.7122,1.1531,0.6176,7.7761,12.5903,89.44,144.812,1.4158,2.2924,5.8582,9.485,0.8672,1.0478,1.6965,1.4048,2.2745,7.3092,11.8343,3.7502,6.0719,32.075,51.9326,1.6191,7.628,12.3505,19.956,16.63,10.3111,16.74,2149,1179.56,1135.39,1097.26,1094.75,1094.75,1129.96,1129.96,1129.96,128.86,124.29,313,120,1.4375,151.5,150.5,0.8325,0.8208,58.35,10.9,3268,1.2968,2.1072,3.2145,3.28,101.61,39.5,69.23,285,1.956,1.255,1.906,1.942,0.26,80.25,67.11,93,124,2.2875,73.2,74.69,523,1624,1524,6.85,9.05,301.8,0.3307,0.27,3.905,4.715,7.5975,0.12,3.66,4.55,2.43,3.25,0.08,2.31,1.96,2.66,0.17,71.87,3059.14,924.39,691.17,2248.15,"2010-01-27 00:00:00"
0.5701,0.6,0.47,0.52,0.665,0.5,0.5,0.5,0.5,0.5,0.61,4.0693,3.6107,4.4619,4.4093,4.569,0.3926,0.9583,3.8562,3.2715,5.483,3.9874,4.1512,1.6268,0.8797,3.3197,2.8619,4.8068,2.9765,2.9728,0.4571,1.4871,0.1109,0.575,0.525,0.845,0.5,0.5,1.3,1.1145,1.7983,30.3522,26.261,18.8103,314.791,272.36,195.086,4.7185,4.0825,2.9242,125.52,46.38,3.7322,3.4113,1.4705,30.3684,33.105,6.8268,1149.5,1.4951,7.4442,6.0223,5.5045,49.0024,53.4182,11.0157,1854.83,2.4125,74.8388,1.0617,1.7132,5.3321,8.6039,0.7163,1.1558,0.6197,7.7674,12.5335,89.91,145.079,1.4134,2.2807,5.8932,9.5093,0.8652,1.0533,1.6996,1.4038,2.2652,7.3408,11.8451,3.7502,6.0513,31.9845,51.6102,1.6136,7.6012,12.2653,19.908,16.59,10.2308,16.62,2126,1172.29,1134.35,1090.5,1091.75,1088,1128.92,1128.92,1128.92,128.41,123.93,313,118,1.4375,151.5,150.5,0.8325,0.8208,58.35,10.9,3260,1.2677,2.0806,3.09,3.32,101.61,39,69.14,285,1.963,1.255,1.911,1.911,0.255,80.25,66.69,93,124,2.33,72.36,73.75,528,1624,1524,6.91,9.085,302.15,0.329,0.27,3.965,4.7575,7.435,0.12,3.68,4.57,2.41,3.25,0.08,2.33,1.94,2.72,0.17,71.4,3043.39,927.58,689.04,2196.35,"2010-01-28 00:00:00"
0.5438,0.6,0.46,0.51,0.665,0.49,0.475,0.485,0.5,0.455,0.6088,4.0742,3.6128,4.431,4.3774,4.5279,0.3568,0.9152,3.8645,3.2699,5.4366,3.9523,4.1135,1.5721,0.8436,3.3081,2.8599,4.7695,2.9308,2.9411,0.4679,1.4614,0.0812,0.575,0.525,0.845,0.5,0.5,1.3,1.1251,1.8024,30.1153,26.13,18.7986,312.332,271,194.964,4.6455,4.0307,2.8998,126.02,46.18,3.7215,3.4118,1.4652,30.3325,33.175,6.8268,1158.9,1.4901,7.446,5.9618,5.4657,48.5927,53.1463,10.9365,1856.56,2.3871,73.9804,1.0656,1.7071,5.3568,8.5816,0.7194,1.1525,0.6242,7.7656,12.4405,90.66,145.237,1.4184,2.2723,5.8903,9.4362,0.8677,1.0541,1.6887,1.4039,2.249,7.3406,11.7597,3.7502,6.0078,31.965,51.2079,1.602,7.544,12.0855,19.44,16.2,10.0992,16.29,2061.5,1162.06,1131.21,1080.98,1082.75,1078.5,1125.8,1125.8,1125.8,128.19,123.9,313,115,1.4375,151.5,150.5,0.8311,0.8208,58.35,10.9,3184,1.2495,2.0664,3.046,3.285,101.61,39,69.03,285,1.953,1.255,1.894,1.894,NULL,81.25,65.7,93,124,2.28,72.2,73.89,523,1617,1517,6.815,8.92,294.8,0.329,0.25,3.835,4.68,7.3575,0.12,3.63,4.51,2.34,3.25,0.08,2.33,1.91,2.75,0.17,71.01,3015.35,918.88,683.16,2173.58,"2010-01-29 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.35,10.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2010-01-30 00:00:00"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.35,10.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2010-01-31 00:00:00"
0.5298,0.6,0.47,0.58,0.665,0.49,0.48,0.49,0.5,0.48,0.6069,4.0791,3.6155,4.433,4.3544,4.5197,0.3539,0.9043,3.8711,3.269,5.4318,3.9427,4.0995,1.5607,0.8305,3.3067,2.8534,4.7593,2.9263,2.9179,0.4585,1.4526,0.0645,0.575,0.525,0.845,0.5,0.5,1.3,1.1287,1.7949,29.7346,25.982,18.6975,309.156,270.14,194.401,4.5657,3.9895,2.871,126.15,46.275,3.7145,3.4148,1.4723,30.395,33.165,6.826,1166.25,1.4893,7.4459,5.9072,5.4306,48.3372,52.7423,10.8554,1854.69,2.3684,73.5911,1.0661,1.6954,5.3583,8.5213,0.7196,1.1444,0.6288,7.7666,12.3512,90.78,144.367,1.4182,2.2554,5.889,9.3652,0.8738,1.0595,1.6849,1.4131,2.2473,7.2845,11.5845,3.7502,5.9639,32.025,50.9294,1.5903,7.5363,11.985,19.788,16.49,10.2236,16.23,2046.5,1170.67,1154.73,1089,1082,1086.5,1149.2,1149.2,1149.2,127.87,124.21,313,111,1.325,151,148,0.826,0.7996,58.35,10.9,3152,1.2374,2.0546,3.0785,3.31,101.61,39,68.22,285,2.002,1.255,1.962,2.048,0.25,79.125,65.18,93,124,2.28,71.35,72.84,528,1628,1528,6.86,8.89,292.8,0.3294,0.25,3.835,4.685,7.0875,0.14,3.68,4.56,2.38,3.25,0.1,2.39,1.99,2.79,0.15,71.02,3049.34,917.64,698.8,2191.11,"2010-02-01 00:00:00"
